<<<<<<< HEAD
=======
CorrectionAssignMapTitle#0,"""조작 설정 복원"""
SelectFloatTextList#0,"""キャラクター横に表示"""
SelectFloatTextSymbol#0,"""アイテムの位置に表示"""
SelectFloatTextOff#0,"""表示しない"""
BasicHintFloatTextItem#0,"""アイテムを取得した時に表示される<br>演出の表示位置を設定します。"""
title#0,"""주로 사용하는 조작기기 선택"""
button1#0,"""키보드＆마우스"""
button2#0,"""게임패드"""
message#0,"""이 게임을 패드로 플레이하는 경우에는<br>키보드를 채팅용으로 하거나 몇 개의 조작을<br>게임패드용으로 자동 설정할 수 있습니다.<br><br><green>이 설정은 「옵션」의 「설정을 초기화」에서<br>언제든지 변경할 수 있습니다.<c><br><br>어느 쪽의 조작 기기를 주로 사용하십니까?"""
title#1,"""操作ガイド表示タイプ設定"""
Title#1,"""액션 팔레트 타입 선택"""
Message#0,"""보다 직감적인 조작으로 액션이 가능한<br>새로운 3버튼 타입을 사용할 수 있습니다.<br><br><green>이 설정은 「옵션」의 「설정을 초기화」에서<br>언제든지 변경할 수 있습니다.<c><br><br>어느 쪽의 조작 타입을 사용하시겠습니까?"""
Button_2Button#0,"""2버튼 타입"""
Button_3Button#0,"""3버튼 타입"""
MiKakin#0,"""未使用"""
IsPremium#0,"""<yellow>프리미엄 활성화됨<c>"""
NonPremium#0,"""<red>프리미엄 유효기간 만료<c>"""
KakinGire#0,"""<red>기한 만료<c>"""
NetCafe#0,"""<green>넷카페 프리미엄<c>"""
CorrectionAssignMapTitle#0,"""操作設定の修復"""
CorrectionAssignMapMessage#0,"""操作設定のうち「決定」や「キャンセル」など<br>重要な操作の割り当て内容に問題があったため<br>自動修復を行いました。"""
Subject_000#0,"""액션 기능 설정"""
Subject_001#0,"""HUD 설정"""
Subject_002#0,"""메뉴 설정"""
Subject_003#0,"""드랍 아이템 자동 획득 설정"""
Subject_004#0,"""기타 설정"""
Subject_005#0,"""카메라 설정"""
Subject_006#0,"""카메라 좌우 회전 속도"""
Subject_007#0,"""카메라 상하 회전 속도"""
Subject_008#0,"""주는 데미지 표시"""
Subject_009#0,"""회복/받는 데미지 표시"""
Subject_010#0,"""EXP 표시"""
Subject_011#0,"""드랍 아이템의 획득 표시"""
Subject_012#0,"""확인 알림"""
Subject_013#0,"""메시지 알림"""
Subject_014#0,"""기타 알림"""
Subject_015#0,"""채팅 설정"""
Subject_016#0,"""타인의 오토 워드 표시 설정"""
Subject_017#0,"""로그 윈도우의 「모두 표시」에 표시할 채널"""
Subject_018#0,"""스크린샷 설정"""
Subject_019#0,"""에스테 설정"""
Subject_020#0,"""라이드로이드 설정"""
Subject_021#0,"""다크 블래스트 설정"""
Subject_022#0,"""BGM 음량"""
Subject_023#0,"""SE 음량"""
Subject_024#0,"""보이스 음량"""
Subject_025#0,"""게임 내 재생 동영상 음량"""
Subject_026#0,"""재생 기능"""
Subject_027#0,"""품질 기능"""
Subject_028#0,"""상세 모델 표시 수"""
Subject_029#0,"""포톤 블래스터 표시 수"""
Subject_030#0,"""반사되는 품질"""
Subject_031#0,"""그림자 품질"""
Subject_032#0,"""화면의 밝기"""
Subject_033#0,"""카메라 라이트"""
Subject_034#0,"""마우스 사용 시 보정"""
Subject_035#0,"""보이스 채팅 기능ON/OFF"""
Subject_036#0,"""위시 리스트, 선물 리스트"""
Config_000_Name#0,"""록온 조작"""
Config_000_Choices_0#0,"""원 푸시 조작"""
Config_000_Choices_1#0,"""홀드 조작"""
Config_000_Hint#0,"""록온 조작의 전환 방법을 설정합니다.<br>할당된 키나 버튼을 눌렀을 때 바꿀지<br>누르고 있는 동안 바꿀지 설정합니다."""
Config_001_Name#0,"""<%RStick>으로 록온 변경"""
Config_001_Choices_0#0,"""사용한다"""
Config_001_Choices_1#0,"""사용하지 않는다"""
Config_001_Hint#0,"""록온 하고 있을 때 <%RStick>으로<br>대상을 전환하는 기능을 설정합니다."""
Config_002_Name#0,"""팔레트 전환 조작"""
Config_002_Hint#0,"""팔레트의 전환 방법을 설정합니다.<br>할당된 키나 버튼을 눌렀을 때 바꿀지<br>누르고 있는 동안 바꿀지 설정합니다."""
Config_003_Name#0,"""이동키 2회 입력에 의한 회피 조작"""
Config_003_Choices_0#0,"""간격 길게"""
Config_003_Choices_1#0,"""간격 보통"""
Config_003_Choices_2#0,"""간격 짧게"""
Config_003_Choices_3#0,"""사용하지 않음"""
Config_003_Hint#0,"""키보드의 캐릭터 이동키를 2회 눌렀을 때<br>「회피 액션」의 입력 간격을 설정합니다."""
Config_004_Name#0,"""레이더 맵의 회전 방법"""
Config_004_Choices_0#0,"""회전하지 않는다"""
Config_004_Choices_1#0,"""회전한다"""
Config_004_Hint#0,"""레이더 맵을 카메라의 방향에<br>맞춰서 회전할지 설정합니다."""
Config_005_Name#0,"""E트라이얼 발생 시 맵 전환"""
Config_005_Choices_0#0,"""광역 표시로 전환"""
Config_005_Choices_1#0,"""전환하지 않는다"""
Config_005_Hint#0,"""레이더 맵을 확대 시 E트라이얼이 발생하면<br>자동으로 광역 표시로 전환할지 설정합니다."""
Config_006_Name#0,"""선택 중인 서브 팔레트 내용"""
Config_006_Choices_0#0,"""표시하지 않는다"""
Config_006_Choices_1#0,"""전환했을 때 표시"""
Config_006_Choices_2#0,"""항상 표시"""
Config_006_Hint#0,"""선택한 서브 팔레트 내용의 표시 방법을 설정합니다."""
Config_007_Name#0,"""펫의 파라미터 정보"""
Config_007_Choices_0#0,"""표시한다"""
Config_007_Choices_1#0,"""표시하지 않는다"""
Config_007_Hint#0,"""하단에 펫의 파라미터 정보를 표시할지 설정합니다."""
Config_008_Name#0,"""다른 파티의 캐릭터 이름 컬러"""
=======
CtrlAnnounceExample#0,"""표시 방법:"""
CtrlAnnounceExampleKey#0,"""<pict Key_ENTER> [Esc] [↑] <pict Key_SPACE>"""
CtrlAnnounceExampleAlpha#0,"""<pict Alpha_A><pict 4space><pict Alpha_B><pict 4space><pict Alpha_RB><pict 4space><pict Alpha_UP>"""
CtrlAnnounceExampleSign#0,"""<pict Sign_CIRCLE><pict 4space><pict Sign_CROSS><pict 4space><pict Sign_R1><pict 4space><pict Sign_UP>"""
CtrlAnnounceExampleNumber#0,"""<pict Number_1><pict 4space><pict Number_2><pict 4space><pict Number_5><pict 4space><pict Number_UP>"""
CtrlAnnounceHint#0,"""미정"""
CtrlPadBehaviorTitle#0,"""게임패드 초기 설정"""
CtrlPadBehaviorSetting#0,"""수동으로 설정하기"""
CtrlPadBehaviorInitialize#0,"""자동으로 설정하기"""
CtrlPadBehaviorStickTitle#0,"""아날로그 스틱 동작설정"""
CtrlPadBehaviorStickPrepare#0,"""아날로그 스틱의 동작설정을 시작합니다.<br>스틱을 만지지 않고 [닫기]를 누르세요."""
CtrlPadBehaviorStickSubTitleLU#0,"""1.<%LStick>의 「상」범위 인식 테스트"""
CtrlPadBehaviorStickMessageLU#0,"""「<%LStick>」의 인식 테스트를 실시합니다.<br><%LStick>을<c ff007f>「상」<c>으로 밀면서$(0)<pict 4space>를 눌러주세요<br><br><yellow>※反応しない場合は、お手元をご確認いただき、<br><c ff007f>「ANALOG」<c><yellow>や<c ff007f>「MODE」<c><yellow>などと表記されたボタンを<br>押して、アナログモードに切り替えてください。<c>"""
CtrlPadBehaviorStickSubTitleLL#0,"""2.<%LStick>の「左」범위 인식 테스트"""
CtrlPadBehaviorStickMessageLL#0,"""次に<br><%LStick>을<green>「左」<c>으로 밀면서$(0)<pict 4space>를 눌러주세요"""
CtrlPadBehaviorStickSubTitleRU#0,"""3.<%RStick>의 「상」범위 인식 테스트"""
CtrlPadBehaviorStickMessageRU#0,"""<%LStick>の認識が終了しました。<br><br>次に、「<%RStick>」의 인식 테스트를 실시합니다.<br><%RStick>을<c ff007f>「상」<c>으로 밀면서$(0)<pict 4space>を押して下さい。"""
CtrlPadBehaviorStickSubTitleRL#0,"""4.<%RStick>の「左」범위 인식 테스트"""
CtrlPadBehaviorStickMessageRL#0,"""次に<br><%RStick>을<green>「左」<c>으로 밀면서$(0)<pict 4space>を押して下さい。"""
CtrlPadBehaviorTriggerTitle#0,"""トリガー動作設定"""
CtrlPadBehaviorTriggerMessageL#0,"""「背面左ボタン」がアナログ（トリガー）かどうかを判定します。<br>下の図で光っているボタン를 눌러주세요<br><br><yellow>押しても何も起こらない場合は、アナログ式ではありませんので、<br><c>$(0)<pict 4space><yellow>を押して、次の画面でボタン設定を行なってください。<c>"""
CtrlPadBehaviorTriggerMessageR#0,"""次に「背面右ボタン」がアナログ（トリガー）かどうかを判定します。<br>下の図で光っているボタン를 눌러주세요<br><br><yellow>押しても何も起こらない場合は、アナログ式ではありませんので、<br><c>$(0)<pict 4space><yellow>を押して、次の画面でボタン設定を行なってください。<c>"""
CtrlPadBehaviorConfirmInitTitle#0,"""설정 초기화"""
CtrlPadBehaviorConfirmApplyTitle#0,"""설정 반영"""
CtrlPadBehaviorConfirmInitMessage#0,"""設定を初期化します。"""
CtrlPadBehaviorConfirmApplyMessage#0,"""설정을 반영합니다."""
CtrlPadBehaviorHelpSetting#0,"""ゲームパッドのスティック、トリガーの認識、<br>各ボタンの割り当て設定を順に行います。"""
CtrlPadBehaviorHelpInitialize#0,"""ゲームパッドごとに用意された推奨設定に<br>自動で変更します。"""
CtrlPadBehaviorHelpInitializeDisable#0,"""このパッドは自動設定に対応していません。"""
CtrlPadBehaviorHelpTrigger#0,"""トリガーの動作設定を行います。"""
CtrlPadBehaviorButtonDefTitle#0,"""ボタン表示設定"""
CtrlPadBehaviorButtonDefMessage2#0,"""最後に、ゲーム内で表示するボタンのマークが<br>ご利用中のゲームパッドの、どのボタンなのかを設定します。<br><br>リストの上から順に「変更」を押して、<br><c ff007f>「ボタン表示」<c>に合うゲームパッドのボタンを押してください。"""
CtrlPadBehaviorButtonDefCaptionDef#0,"""<c ff007f>ボタン表示<c>"""
CtrlPadBehaviorButtonDefCaptionAssign#0,"""実際のボタン割り当て"""
CtrlPadBehaviorButtonDefApply#0,"""反映して戻る"""
CtrlPadBehaviorButtonDefDisapply#0,"""취소하고 돌아간다"""
CtrlPadBehaviorButtonDefMessage#0,"""$(0)として使用するボタンを入力してください。"""
CtrlPadBehaviorButtonDefDisable#0,"""<gray>設定不要(アナログ)<c>"""
CtrlPadCtrlTitle#0,"""ゲームパッド操作設定"""
CtrlPadInitToast#0,"""ゲームパッドの自動設定を行いました。ゲームパッド初期設定で手動設定も可能です。"""
RadioButtonEnable#0,"""사용"""
RadioButtonDisable#0,"""사용 안함"""
RadioButtonShow#0,"""항상 표시"""
RadioButtonHide#0,"""표시 안함"""
RadioButtonAllow#0,"""보내기"""
RadioButtonDisallow#0,"""보내지 않기"""
RadioButtonCtrlNormal#0,"""ノーマル"""
RadioButtonCtrlCustom#0,"""カスタム（<pict Sign_TRIANGLE>カスタム設定変更）"""
RadioButtonCtrlType1#0,"""タイプ1"""
RadioButtonCtrlType2#0,"""タイプ2"""
RadioButtonCtrlType3#0,"""タイプ3"""
RadioButtonSave#0,"""저장한다"""
RadioButtonNotSave#0,"""저장하지 않는다"""
RadioButtonButtonResetOn#0,"""항상 표시"""
RadioButtonButtonResetOff#0,"""표시 안함"""
Number0#0,"""0"""
Number50#0,"""50"""
Number100#0,"""100"""
VITA_CustomWindow#0,"""<pict Sign_TRIANGLE>カスタム設定変更"""
VITA_CustomTitle#0,"""カスタム設定"""
VITA_PushButton#0,"""ボタン入力"""
VITA_CustomToast1#0,"""カスタム設定が変更されました。各操作タイプを「カスタム」にすることで有効になります。"""
VITA_CustomToast2#0,"""重要な操作が未設定になっています。"""
VITA_AutoRun#0,"""オートラン/サブパレット切替左"""
VITA_ChangeView#0,"""視点切替/サブパレット切替右"""
VITA_CustomInfo#0,"""カスタム設定はボタン以外にも<br>背面タッチパッドの左上<pict Sign_BACK_L>と右上<pict Sign_BACK_R>を設定できます。<br><br>変更したい項目名を選んでから、ボタンまたは<br>背面タッチパッドを押して、設定を変更してください。"""
DrawFilterText#0,"""화면 필터<pict Arcscash>"""
DrawFilterUsually#0,"""通常"""
DrawFilterGrayScale#0,"""モノクロ"""
DrawFilterSepia#0,"""セピア"""
DrawFilterFading#0,"""ビンテージ"""
DrawFilter8bit#0,"""ドット"""
DrawFilter#0,"""画面に適用するフィルターを選択してください。"""
DrawFilterMessageText#0,"""「プレミアムセット」の有効期間中のみご利用いただけます。<br><yellow>ゲームランチャーの環境設定「描画/シェーダー品質」が<br>「高品質」の時のみ適用されます。<c><br>画面フィルターを以下から選択してください。"""
xx_DrawFilterMessageText#0,"""「プレミアムセット」の有効期間中のみご利用いただけます。<br>画面フィルターを以下から選択してください。"""
cc_DrawFilterMessageText#0,"""「プレミアムセット」の有効期間中のみご利用いただけます。<br>画面フィルターを以下から選択してください。"""
DrawFilterMessagePremiumOn#0,"""<yellow>프리미엄 유효기간 중<c>"""
DrawFilterMessagePremiumOff#0,"""<red>프리미엄 유효기간 만료<c>"""
DetailPolluteOthers#0,"""-"""
AuraSlider_Text_0#0,"""透明度"""
AuraSlider_Text_1#0,"""-"""
CtrlFuncNameOpenTotalScoreBoost#0,"""クエスト連動ブースト"""
CtrlFuncNameStartChatGroup#0,"""グループチャット起動"""
Title_DetailInfo#0,"""상세 정보"""
FloatTextItemVita#0,"""드롭 아이템 획득 표시"""
Config_Padinput01#0,"""ゲームパッドの入力形式"""
Config_Padinput02#0,"""ゲームパッドの振動"""
Config_Padinput03#0,"""非アクティブ時のゲームパッド操作"""
Config_Padinput01_Select01#0,"""DirectInput"""
Config_Padinput01_Select02#0,"""XInput"""
Config_Padinput02_Select01#0,"""振動する"""
Config_Padinput02_Select02#0,"""振動しない"""
Config_Padinput03_Select01#0,"""操作する"""
Config_Padinput03_Select02#0,"""操作しない"""
Config_PadInput04#0,"""ゲームパッドの入力形式選択"""
Config_PadInput05#0,"""ゲームパッドのタイプに合わせて入力形式を選択します。<br><yellow>※“XInput”に変更して、正常に動作しなくなった場合は、<br>\u3000キーボードやマウスで“DirectInput”に戻してください。<c>"""
Config_PadInput06#0,"""ゲームパッドの振動設定"""
Config_PadInput07#0,"""“XInput”選択時にのみ、振動機能が設定できます。<br><yellow>※ゲームパッドによっては、振動しない場合があります。<c>"""
Config_PadInput12#0,"""非アクティブ時のゲームパッド操作設定"""
Config_PadInput13#0,"""ゲーム画面がアクティブになっていない時に、<br>ゲームパッドの入力を受け付けるかを設定します。"""
Config_PadInput17#0,"""ゲームパッドの初期設定"""
Config_PadInput18#0,"""“DirectInput”選択時にのみ、初期設定（キャリブレーション）が行えます。"""
Subject_000#0,"""アクション機能設定"""
Subject_001#0,"""HUD設定"""
Subject_002#0,"""メニュー設定"""
Subject_003#0,"""ドロップアイテム自動取得機能"""
Subject_004#0,"""その他の設定"""
Subject_005#0,"""카메라 설정"""
Subject_006#0,"""カメラ左右回転速度"""
Subject_007#0,"""カメラ上下回転速度"""
Subject_008#0,"""与ダメージ表示"""
Subject_009#0,"""回復／被ダメージ表示"""
Subject_010#0,"""EXPなどの表示"""
Subject_011#0,"""드롭 아이템 획득 표시"""
Subject_012#0,"""確認通知"""
Subject_013#0,"""メッセージ通知"""
Subject_014#0,"""その他の通知"""
Subject_015#0,"""채팅 설정"""
Subject_016#0,"""他者のオートワード表示設定"""
Subject_017#0,"""ログウィンドウの「すべて表示」に表示するチャンネル"""
Subject_018#0,"""スクリーンショット設定"""
Subject_019#0,"""エステ設定"""
Subject_020#0,"""ライドロイド設定"""
Subject_021#0,"""ダークブラスト設定"""
Subject_022#0,"""BGM 볼륨"""
Subject_023#0,"""SE 볼륨"""
Subject_024#0,"""보이스 볼륨"""
Subject_025#0,"""게임 내 재생 동영상 볼륨"""
Subject_026#0,"""재생 기능"""
Subject_027#0,"""품질 기능"""
Subject_028#0,"""상세하게 표시 할 캐릭터 수"""
Subject_029#0,"""フォトンブラスト表示数"""
Subject_030#0,"""映り込み品質"""
Subject_031#0,"""그림자 품질"""
Subject_032#0,"""画面の明るさ"""
Subject_033#0,"""카메라 라이트"""
Subject_034#0,"""マウス使用時補正"""
Subject_035#0,"""ボイスチャット機能ON/OFF"""
Subject_036#0,"""ウィッシュリスト、プレゼントリスト"""
Config_000_Name#0,"""록온 조작"""
Config_000_Choices_0#0,"""푸쉬"""
Config_000_Choices_1#0,"""홀드"""
Config_000_Hint#0,"""록온 조작의 전환 방법을 설정합니다.<br>할당된 키나 버튼을 눌렀을 때 바꿀지<br>누르고 있는 동안 바꿀지 설정합니다."""
Config_001_Name#0,"""<%RStick>으로 록온 대상 전환"""
Config_001_Choices_0#0,"""사용"""
Config_001_Choices_1#0,"""사용 안함"""
Config_001_Hint#0,"""록온 중에<br><%RStick>으로 대상을 전환하는 기능을<br>사용할지를 설정합니다."""
Config_002_Name#0,"""뒷면 팔레트 교체"""
Config_002_Hint#0,"""뒷면 팔레트 전환 조작으로<br>버튼이나 키를 누를 때마다 전환할지<br>누르고 있는 동안만 전환할지 선택합니다."""
Config_003_Name#0,"""회피 조작 이동 키 2회 누름 간격"""
Config_003_Choices_0#0,"""길게"""
Config_003_Choices_1#0,"""중간"""
Config_003_Choices_2#0,"""짧게"""
Config_003_Choices_3#0,"""2회 입력 무효"""
Config_003_Hint#0,"""키보드의 캐릭터 이동 키<br>(초기 설정 [W]/[A]/[S]/[D]키)를<br>2회 누르고 “회피 액션”을 할 떄의<br>입력 받는 간격을 설정합니다."""
Config_004_Name#0,"""레이더 맵의 회전 방법"""
